gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
宝尹泥河田潘家桥,宝尹泥河田潘家桥,bridge,review,medium,1,1,2017,1995,2017,1995;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村,017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南下田村兴隆桥2017.2三、供电供水供电旧时，境内当地居民夜间照明靠火油灯、蜡烛，操办婚丧之事则租用汽灯。,
宝尹西南港红星桥,宝尹西南港红星桥,bridge,review,medium,1,1,2017,1995,2017,1995;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连,3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南下田村兴隆桥2017.2三、,
宝带桥社区境域公路,宝带桥社区境域公路,road,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，途经境内公路全长12887米，其中东西向8495米，南北向4392米。表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春,表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、5,
小村5个居民小区,小村5个居民小区,residential,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,为宝带桥社区居委会。2017年12月，宝带桥社区居民委员会下辖钱家新村、宝尹花园、西下田、下田、小村5个居民小区，31个居民小组。25第一节建置沿革公元前12世纪，泰伯、仲雍建立勾吴，为吴始称，宝,2017年12月，宝带桥社区居民委员会下辖钱家新村、宝尹花园、西下田、下田、小村5个居民小区，31个居民小组。,
开拓时间河,开拓时间河,waterway,review,medium,1,0,2017,1968,2017,1968;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河40019,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
开掘河,开掘河,waterway,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,境域加强水网建设，对于河道进行开掘、拓宽与其他河浜衔接，促使水上河流通畅。2017年12月，境域开掘河道12条，全长8650米。第五章城市化建设168表5-21968—2017年宝带桥社,2017年12月，境域开掘河道12条，全长8650米。,
录自2017年1月苏州大学,录自2017年1月苏州大学,education,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,太庙，供奉澹台灭明、太太等。澹台灭明就是孔子的学生，宝带桥就建在澹台湖上，供奉澹台灭明顺理成章。录自2017年1月苏州大学出版社《足迹下的苏州》赏月宝带桥少正娩中秋赏月。苏州赏月佳处很多，出名的是石湖，石湖在横塘，上方,录自2017年1月苏州大学出版社《足迹下的苏州》赏月宝带桥少正娩中秋赏月。,
每天对境内道路,每天对境内道路,road,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,民生活小区禁养家禽家畜。2017年12月，宝带桥社区常设专职保洁员44人（男18人，女26人），每天对境内道路、河道进行保洁。另设卫生巡视员2人、卫生监督员1人，按照长效管理标准，每天对境域保洁工作实行考核,2017年12月，宝带桥社区常设专职保洁员44人（男18人，女26人），每天对境内道路、河道进行保洁。,
澹台湖北运河,澹台湖北运河,waterway,review,medium,1,1,2017,1968,2017,1968;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
牛桩浜东港,牛桩浜东港,waterway,review,medium,3,1,2017,1968,2017,1968;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生、,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
牛桩浜桥,牛桩浜桥,bridge,review,medium,1,1,2017,1995,2017,1995;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,欣桥、迎丰桥、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆,-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南下田村兴隆桥2017.2三、供电供水供电旧时，境内当地居民夜间照明靠火油灯、蜡烛，操办婚丧之事则租用汽灯。,
疏通河,疏通河,waterway,review,medium,1,0,2017,1968,2017,1968;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,长8650米。第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
私立学校,私立学校,education,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,发展迅速，教育、文化、卫生、医疗等事业亦蒸蒸日上。教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。,
耕读小学,耕读小学,education,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,教育、文化、卫生、医疗等事业亦蒸蒸日上。教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积1583,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。,
钱家村河,钱家村河,waterway,review,medium,4,1,2017,1968,2017,1968;2017,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。,
附属幼儿园,附属幼儿园,education,review,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。少年儿童入学率达100%。卫生事业方面，1962年3月全面,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。,
几所在村,几所在村,historic_settlement,manual,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,202户。宝带桥社区不但经济发展迅速，教育、文化、卫生、医疗等事业亦蒸蒸日上。教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。,
宝尹两村,宝尹两村,historic_settlement,manual,medium,1,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,人民政府立碑于宝带桥南堍。翌年，国家文物局拨款对宝带桥进行全面整体维修。12月30日，撤销宝南、宝尹两村民委员会，设立宝南、宝尹两居民委员会。是年，境内先后投资369万元、287万元建成2618平方米,沈：前些日子，我对2017年时原宝南、宝尹两村20户居民的家庭经济收入及出租房情况全面摸了一下底，居民年人均收入46000元。,
所在村,所在村,historic_settlement,manual,medium,2,0,2017,2017,2017,2017,1,运河文旅更新,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,02户。宝带桥社区不但经济发展迅速，教育、文化、卫生、医疗等事业亦蒸蒸日上。教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波,教育方面，原来只有几所在村民家客厅、破庙讲课的私立学校、耕读小学，至2017年，全日制学校有建筑面积35137平方米的碧波实验小学及附属幼儿园，建筑面积15830平方米的碧波中学。,
有桥,有桥,bridge,review,medium,1,0,2019,2019,2019,2019,1,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,幢。如今古老的宝带桥，逐渐淡出了人们的视线，偶然出现几个村民来此烧香。往事越千年，唐宋元明清，只有桥前的一对石狮子依然无恙，风雨已经磨蚀了他们的外貌，变得如此的浑厚和粗犷。北桥头一个古老的石经幢一,录自2019年12月江苏人民出版社《吴运流长》第五节碑文重建宝带桥记[明]陈宪苏州府城之南半舍、古运河之西，有桥曰宝带。,
·澹台湖核心展示园,·澹台湖核心展示园,scenic_area,review,medium,1,0,2020,2005,2020,2005;2020,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,·澹台湖景区、吴中博物馆等设施的情况。是月，宝带桥·澹台湖景区更名为大运河国家文化公园——宝带桥·澹台湖核心展示园。第一章建置地理宝带桥社区境域东依京杭大运河苏嘉段，南接吴中区城南街道红庄社区，西连吴,录自2005年6月古吴轩出版社《苏州邮缘》，作者：周治华80第三节宝带桥·澹台湖景区一、概貌宝带桥·澹台湖景区（2020年更名为大运河国家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一期项目总面积为44万平方米（含水面）。,
吴东路,吴东路,road,review,medium,1,0,2020,2005,2020,2005;2020,2,运河文旅更新,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,区（2020年更名为大运河国家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一期项,录自2005年6月古吴轩出版社《苏州邮缘》，作者：周治华80第三节宝带桥·澹台湖景区一、概貌宝带桥·澹台湖景区（2020年更名为大运河国家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一期项目总面积为44万平方米（含水面）。,
2家集体粮饲加工厂,2家集体粮饲加工厂,industry,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,上有水上、陆地给人运输打工。工贸产业，历史上只有几家私人作坊和家庭手工业。20世纪60年代，始有2家集体粮饲加工厂。1992年8月，境域被纳入吴县经济技术开发区工商贸易带，绘制了经济发展规划蓝图，城乡一体化，全,,
2幢标准厂,2幢标准厂,industry,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,展新农村改造，重新铺设自来水管。12月，境内投资1091万元建起3280平方米、6850平方米的2幢标准厂房，对外出租。是年，投资652万元建成旺山工业园11500平方米标准厂房，对外出租。2006年1,,
50多个桥,50多个桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,统年间，浙江金华人朱胜调任苏州知府，他在巡抚周忱的支持下，决定修缮宝带桥。宝带桥长300多米，有50多个桥洞，要想全面修复这座古桥，费用浩大，还须招募负责这项工程的人才，谈何容易！这时府衙幕僚向朱胜推荐,,
53个桥,53个桥,bridge,review,medium,2,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,十四年（819）建成。为了纪念王仲舒捐玉带建桥，故名“宝带桥”。现桥长317米，宽4.1米，共有53个桥孔，犹如一条宝带。宝带桥在设计上很有创造和特色，是我国现存最长的连拱古桥之一。由于湖面宽阔，采用,,
一座石塔,一座石塔,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,端一对保存完好，而北端仅存一只。北端另存有石塔、石亭各一座。桥的第27与第28孔桥墩间的水上亦有一座石塔，形制与桥北堍的完全相同，被誉为“姐妹塔”。宝带桥采用柔性墩和单向推力墩（刚性墩）相结合的技术建,,
一座纤道桥,一座纤道桥,bridge,review,medium,2,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,端所存石狮、石塔为南宋时物件，明朝正统十一年（1446）的桥形就是今天的式样。宝带桥是大运河边的一座纤道桥，是隋唐日益发展的漕运事业的产物。元朝僧人善住经过此桥时，写下了这样的诗句：“运得他山石，还将石,,
一条人工河,一条人工河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,海河、黄河、淮河、长江、钱塘江五大水系。全长一千七百九十七千米，是世界上开凿时间最早、长度最长的一条人工河道。京杭大运河由通惠河、北运河、南运河、鲁运河、中运河、里运河、江南运河七段组成。苏州古运河属于,,
一条人工运河,一条人工运河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,昼夜不息地挖掘下，不到一年成为黄金水道。江南河横穿长江入扬州，与北运河衔接直至洛阳。世界上最长的一条人工运河竟然在一个皇帝的游赏欲驱动下形成。只延续了38年的隋朝在两千多年的封建王朝历史中显得那样短暂，但,,
一起塌桥,一起塌桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,的铸铁桥栏。如今，桥面两侧桥板上还残留着部分固定桥柱的孔与铁条的残痕。给宝带桥加桥栏杆，可能始于一起塌桥事件。清代王元榜（倦圃野老）撰写的《庚癸纪略》载：同治二年（1863）八月十九日，洋枪队戈登在苏,,
上级中学,上级中学,education,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,内金星、新华2所小学分别担负起小学附带初中班教学任务（俗称“戴帽子”中学）。“戴帽子”中学书本由上级中学提供，教师由境内学校招聘。境内金星大队办了一届，至1978年8月停办，学生并入红庄中学。境内新华,,
下田村南港河,下田村南港河,waterway,review,medium,1,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,园居民生活区奠基动工。一、王家浜（村）王家浜位于境域东南，东为尤字港，南临南浜，西为泥和田，北连下田村南港河（又名马桶河）。1950年3月，王家浜隶属吴县车坊区宝带乡；4月15日，隶属吴县枫桥区尹西乡。1,,
下田村隔河,下田村隔河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,、费林根、朱海元，担任手扶拖拉机手（机耕员）的有王抱弟。九、沉家浜（村）沉家浜村位于境域西北、与下田村隔河相望，南接下田村南港河，西为下塔村，北临蝴蝶浜。中华人民共和国成立前当地有两条断头浜，一条从南港,,
东与廿五港,东与廿五港,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,男，担任饲养员的有徐三毛，担任仓库保管员的有徐三毛。十一、小村小村，又名江阴小村，位于境域东北，东与廿五港衔接，南临廿五桥，西为下田村，北为横加连浜。1934年，江阴遭干旱天灾，夏文章、何阿五、何三弟携,,
东南西北都有桥,东南西北都有桥,bridge,review,medium,7,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,弯弯上天，水牛筋草弯弯水滩边，木梳弯弯姐手里用，镰刀弯弯勒郎手边。百里水乡万座桥古城苏州风光好，东南西北都有桥。东面有顶坝基桥，西面有顶泰让桥。南面有顶人民桥，北面有顶平门桥。当中有顶接驾桥，每顶石桥风景好,,
东吴电视塔,东吴电视塔,heritage,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,把人从沉思中叫醒过来。湖西面那幅光闪闪的画面又展现在了我面前：高楼幢幢立，公寓成了片，高耸入云的东吴电视塔俯视着建筑工地上的井架，起重塔不断地上升……澹台湖面上荡起了温柔的涟漪，我想眼前这片绿水和远处淡,,
东湖,东湖,water,review,medium,3,1,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,水利局核准。是月20日，苏州市人民政府同意设立并批复成立吴中区城南街道办事处，下辖宝带桥、红庄、东湖、南石湖、龙南、新江、碧波、白云街、南港、吴中商城、盛丰苑、商贸城、桂苑等13个社区（村）居委会,,
东湖社区,东湖社区,community,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,‘实践三个代表，实现两个率先’先锋社区”称号。12月，宝带桥社区投资180万元建起5000平方米东湖社区职工集体宿舍楼。是年，原宝南村居民家家通上有线电视。2007年1月，苏州市关心下一代工作委员会授,,
东环路长浜大桥,东环路长浜大桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,在湖东古桥凝望时，感觉这里集喧闹、幽静于一体：东边的古运河、北面的新运河河水汩汩流淌着，建设中的东环路长浜大桥正日益显示出它那雄伟的身躯……宝带桥仍像长虹般地横卧在河上，优雅而静幽。那一连串的环洞似在向驻足,,
东过宝带桥入运河,东过宝带桥入运河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,画，成为居民休闲、娱乐、观光之地。75第一节澹台湖澹台湖位于苏州古城之南，西界太湖，东过宝带桥入运河，分流入黄天荡、金泾河；直北正行经葑门环城为濠，至娄门东入娄江。澹台湖因春秋时期孔子弟子澹台灭明,,
东面是运河,东面是运河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,一直走，穿过正在建设的地铁工地，直走到大运河沿边。然后沿着运河边上一条叫宝南路的道路往北走。路的东面是运河，停泊着大大小小的从外地来的船泊。宝南路的北尽头就是宝带桥，那里现在是宝带桥社区办公的地方，路北,,
丝网放入河,丝网放入河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,套网捕鱼。二是用四根竹竿结扎之后，套上一张2米左右见方的丝网，再用一根毛竹，头上扎上一根麻绳。将丝网放入河泊之中，游鱼经过，立即将丝网拉起，游鱼十有八九被逮住。这种捕鱼之法，俗名“小杠网”扳鱼。这种扳鱼,,
丢到河,丢到河,waterway,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,姚阿岳不足为奇，顺手将泥块抛入河里。老爷爷见他将泥块抛入河里，就对姚阿岳说：此泥丢进田里可作肥，丢到河里，夹起来放入田里还是肥。这位老爷爷的话说毕，摇身一转，没了踪影。据说老爷爷为神仙下凡，托说河名,,
两个并立的桥,两个并立的桥,bridge,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,孔受力波及全桥。为防止一孔坍毁而影响整桥的安全，我们的先辈们将桥北端起向南的第27号桥墩，改成由两个并立的桥墩，构成刚性桥墩。这些刚柔相济的桥墩，正好与现代物理学单向推力原理相吻合，使整座长桥坚如磐石。桥,,
两个桥,两个桥,bridge,review,medium,4,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,薄型桥墩的变形，宝带桥在北端起的第27号墩上建造了一个单向推力78墩，即“刚性墩”。该墩由两个桥墩并立而成，体积大，凭借它的自重可平衡来自单向的推力，一旦一端拱券倒塌，不至于波及另一端的其他各,,
两个食品收购站,两个食品收购站,transport,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,集体收购，每担猪灰为0.3元人民币（记账后，在年底统一分配时支付）。饲养的肉猪出售至蠡墅、龙桥的两个食品收购站，食品收购站以每头生猪64斤出肉率为标准收购（低于拒收），每斤肉价为0.76元，一头标准猪价格为,,
两只野鸭还政在湖,两只野鸭还政在湖,water,review,medium,1,0,,,,,0,无明确时间,,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,的苍鹭和大雁，也少不了其他的一些小鸟。细看湖面上，还有不少野鸭也在波涛中随波逐浪觅食戏耍，其中有两只野鸭还政在湖面中贴水的树枝上东张西望，欣赏着那些东来西往的船只，并露出一副悠闲自得的样子。可见，这些鸟儿已经,,
