rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
831,,景区四面临河,景区四面临河,waterway,低频,1,1,遗产文化:2；教育民生:2；开发建设:1,该地名属于运河河道，在志书中约出现1次，主要关联遗产文化、教育民生；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,831. 景区四面临河（1次）,米（含水面），已建成的一期项目总面积为44万平方米（含水面）。一期项目自2014年8月20日正式开工，于2016年9月2日竣工。景区四面临河涉泊，形成了集吴地风情、水乡文化为一体的特色滨水区与沿古运河的风景带。根据城镇化居民生活游乐需求，在带状的滨水区，自然植物组团配,面积为44万平方米（含水面）。一期项目自2014年8月20日正式开工，于2016年9月2日竣工。景区四面临河涉泊，形成了集吴地风情、水乡文化为一体的特色滨水区与沿古运河的风景带。根据城镇化居民生活游乐需求,
832,,景带中造一石亭,景带中造一石亭,heritage,低频,1,1,交通水系:9,该地名属于heritage，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,832. 景带中造一石亭（1次）,位于交通要道的桥首路边，桥颇长，有一华里以上，似应为纤夫和南来北往行旅人员的歇脚、避雨和纳凉之所。同时，在河、桥、路这样长而平的景带中造一石亭，也起有打破单调、丰富景观的作用。现在，沿苏州古城的运河已经改道，河水改由宝带桥北面的澹台湖中通过，再转入原运河河道。宝带桥及石,有一华里以上，似应为纤夫和南来北往行旅人员的歇脚、避雨和纳凉之所。同时，在河、桥、路这样长而平的景带中造一石亭，也起有打破单调、丰富景观的作用。现在，沿苏州古城的运河已经改道，河水改由宝带桥北面的澹台湖中通,
833,,景观桥,景观桥,bridge,低频,1,6,交通水系:88；遗产文化:4；开发建设:3,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；主要时间锚点为1995年。,0,缺坐标,,,,missing,,review,medium,1995,开发区建设,1995;2017,2,833. 景观桥（1次）,带建桥等事迹。宝带桥·澹台湖景区导览图81二、桥梁景观宝带桥·澹台湖景区东为千年宝带古桥，西为现代精装修澹台湖大桥，中间跨湖的为景观桥；在宝带桥上隔着运河向对岸眺望，是双层形状的斜港大桥。新斜港大桥为苏州首座全钢结构特大型下承式系杆双层拱桥，位于吴东路与斜港河交 || ，其中主桥长318米，跨径布置为南北各68米的边跨和180米的河中跨。上层桥面距水20多米，七八层楼的高度。下层与地面道路相接。景观桥位于江南运河中段，澹台湖大桥东侧200米左右，是异形结构式钢结构拱桥，桥长174米，宽6米，单跨110米。整座景观桥为“8”字形 || 面道路相接。景观桥位于江南运河中段，澹台湖大桥东侧200米左右，是异形结构式钢结构拱桥，桥长174米，宽6米，单跨110米。整座景观桥为“8”字形。“8”字形的造型在苏州大桥中很罕见，其独特的造型寓意“运河涟漪，碧波飘荡”，晚上能变换不同灯光效果。在基本通行功能,81二、桥梁景观宝带桥·澹台湖景区东为千年宝带古桥，西为现代精装修澹台湖大桥，中间跨湖的为景观桥；在宝带桥上隔着运河向对岸眺望，是双层形状的斜港大桥。新斜港大桥为苏州首座全钢结构特大型下承式系,
834,,曲阜孔庙,曲阜孔庙,religious_site,低频,1,1,,该地名属于宗教遗址，在志书中约出现1次，主要关联志书叙事；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,834. 曲阜孔庙（1次）,其公可畏。击蛟既勇，毁璧且义。纪号谥封，旌厥贤士。”二、历代谥号东汉明帝永平十五年（72），澹台灭明作为孔门七十二贤之一，被奉于曲阜孔庙大成殿前西庑内从祀孔子。唐玄宗开元二十七年（739），追封为“江伯”。宋真宗大中祥符二年（1009），加封“金乡侯”。明太祖洪武,号谥封，旌厥贤士。”二、历代谥号东汉明帝永平十五年（72），澹台灭明作为孔门七十二贤之一，被奉于曲阜孔庙大成殿前西庑内从祀孔子。唐玄宗开元二十七年（739），追封为“江伯”。宋真宗大中祥符二年（100,
835,,曾围湖,曾围湖,water,低频,1,1,交通水系:5；遗产文化:1；开发建设:1,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,835. 曾围湖（1次）,积1.96平方千米，2005年水面2.2平方千米。按2.8米水位计算，蓄水量700350立方米（因历史变迁，在20世纪70年代，曾围湖造田。1984年退耕还湖450亩）。2016年9月，宝带桥·澹台湖景区第一期工程竣工，并对外开放。水位境域水位略低于太湖水位。其,面2.2平方千米。按2.8米水位计算，蓄水量700350立方米（因历史变迁，在20世纪70年代，曾围湖造田。1984年退耕还湖450亩）。2016年9月，宝带桥·澹台湖景区第一期工程竣工，并对外开放,
836,,曾步行在桥,曾步行在桥,bridge,低频,1,1,交通水系:9,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；主要时间锚点为2006年。,0,缺坐标,,,,missing,,review,medium,2006,社区成立与城市更新,2006,1,836. 曾步行在桥（1次）,二桥骈卧于碧波之上，相映媲美，宛若双虹落到了人间。录自2006年11月古吴轩出版社《吴地旅情》难忘宝带桥坠家炎年少时去过宝带桥，曾步行在桥上写生作画，至今记忆犹新。那时宝带桥已不通行，只在石桥西边并行建有一座木结构的公路桥。公路木桥比石砌的宝带桥稍宽，但也仅够两辆汽,若双虹落到了人间。录自2006年11月古吴轩出版社《吴地旅情》难忘宝带桥坠家炎年少时去过宝带桥，曾步行在桥上写生作画，至今记忆犹新。那时宝带桥已不通行，只在石桥西边并行建有一座木结构的公路桥。公路木桥比,
837,,最受居民欢迎的河,最受居民欢迎的河,waterway,低频,1,1,教育民生:1,该地名属于运河河道，在志书中约出现1次，主要关联教育民生；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,837. 最受居民欢迎的河（1次）,草鱼、二月鳜鱼、三月甲鱼、四月菜花塘鳢鱼、五月籽虾、六月鳊鱼、七月鳗鱼、八月鲃鱼、九月鲫鱼、十月大闸蟹、十一月鲢鱼、十二月青鱼为最受居民欢迎的河鲜。蔬菜以青菜、菠菜、韭菜、芹菜、金花菜、苋菜、白菜、萝卜、卷心菜为主，兼有豆类、豆制品、菌菇类、笋类等。境内著名的菜肴有：松鼠,花塘鳢鱼、五月籽虾、六月鳊鱼、七月鳗鱼、八月鲃鱼、九月鲫鱼、十月大闸蟹、十一月鲢鱼、十二月青鱼为最受居民欢迎的河鲜。蔬菜以青菜、菠菜、韭菜、芹菜、金花菜、苋菜、白菜、萝卜、卷心菜为主，兼有豆类、豆制品、菌菇类,
838,,最早意义上的桥,最早意义上的桥,bridge,低频,1,1,交通水系:5,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,838. 最早意义上的桥（1次）,于走在宝带桥上，就像走在历史的过道上，带着思索，走进你读不完的故事和传说里。人类历史上第一座桥从什么时候开始建造无以考证。也许，最早意义上的桥只不过是一根木头，即所谓的独木桥，随着时间的推移，桥越造越长、越造越大。公元816年，当今世界最发达的北美大陆还处在一片蛮荒之时,道上，带着思索，走进你读不完的故事和传说里。人类历史上第一座桥从什么时候开始建造无以考证。也许，最早意义上的桥只不过是一根木头，即所谓的独木桥，随着时间的推移，桥越造越长、越造越大。公元816年，当今世界最,
839,,最长一条太湖桥,最长一条太湖桥,bridge,低频,1,1,交通水系:17,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,839. 最长一条太湖桥（1次）,门有顶南星桥。齐门一顶铁路桥，滴溜滚圆鸭俗桥。古城苏州风光好，东南西北都有桥。横塘朝南到石湖桥，烧香上山行春桥。上方山上有仙桥，最长一条太湖桥。烧香念佛去枫桥，好来好去爱河桥。古城苏州风光好，东南西北都有桥。中市街旁有皋桥，网师园里一步桥。观前街东醋坊桥，人民路上饮马桥,溜滚圆鸭俗桥。古城苏州风光好，东南西北都有桥。横塘朝南到石湖桥，烧香上山行春桥。上方山上有仙桥，最长一条太湖桥。烧香念佛去枫桥，好来好去爱河桥。古城苏州风光好，东南西北都有桥。中市街旁有皋桥，网师园里一步桥,
840,,最高的桥,最高的桥,bridge,低频,1,1,交通水系:7,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,840. 最高的桥（1次）,平坦宽阔的长桥；桥身不用实体墩，而用几十个孔相连，这不仅减轻了桥的自重，有利于长桥永久保存，而且还增加了净空，洪水可以畅流无阻；最高的桥孔不仅可通行较大的船，而且使桥形富有变化，显得格外匀健秀美，与青山翠湖相互映衬，浑然一体，构成如画般的风景，把江南水乡点缀得更加,而用几十个孔相连，这不仅减轻了桥的自重，有利于长桥永久保存，而且还增加了净空，洪水可以畅流无阻；最高的桥孔不仅可通行较大的船，而且使桥形富有变化，显得格外匀健秀美，与青山翠湖相互映衬，浑然一体，构成如,
841,,有桥,有桥,bridge,低频,1,9,交通水系:111；遗产文化:2；基层治理:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、遗产文化；主要时间锚点为2019年。,0,缺坐标,,,,missing,,review,medium,2019,运河文旅更新,2019,1,841. 有桥（1次）,皆成过去，只留下风月宝带，石狮经幢。如今古老的宝带桥，逐渐淡出了人们的视线，偶然出现几个村民来此烧香。往事越千年，唐宋元明清，只有桥前的一对石狮子依然无恙，风雨已经磨蚀了他们的外貌，变得如此的浑厚和粗犷。北桥头一个古老的石经幢一千多年来保护着来往士农工商、文人 || 旧照，并非当时所拍。录自2019年12月江苏人民出版社《吴运流长》第五节碑文重建宝带桥记[明]陈宪苏州府城之南半舍、古运河之西，有桥曰宝带。按：运河自汉武帝时开，以通闽越贡赋，首尾亘震泽东壖百余里，风涛冲激，不利舟楫。唐刺史王仲舒始作巨堤障之，以为挽舟之路，实 || 个弯弯勒郎手边？月亮弯弯弯上天，水牛筋草弯弯水滩边，木梳弯弯姐手里用，镰刀弯弯勒郎手边。百里水乡万座桥古城苏州风光好，东南西北都有桥。东面有顶坝基桥，西面有顶泰让桥。南面有顶人民桥，北面有顶平门桥。当中有顶接驾桥，每顶石桥风景好。古城苏州风光好，东南西北都有桥,幢。如今古老的宝带桥，逐渐淡出了人们的视线，偶然出现几个村民来此烧香。往事越千年，唐宋元明清，只有桥前的一对石狮子依然无恙，风雨已经磨蚀了他们的外貌，变得如此的浑厚和粗犷。北桥头一个古老的石经幢一,
842,,有湖,有湖,water,低频,1,1,交通水系:2,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,842. 有湖（1次）,以志其山川祠宇勿谖也，则其精爽必徘徊于此邦之人而嘉惠之。慕古、崇道、兴学、美俗咸系于此，呜呼，何可废也。吴郡长洲县之南，傍尹山，有湖曰澹台。《史记》谓子羽南游至江，从弟子三百人，即其地，湖因以名。尹山之巅有澹台书院，宋时尹和靖读书其中，明练壎设义塾焉，宋学士濂,徘徊于此邦之人而嘉惠之。慕古、崇道、兴学、美俗咸系于此，呜呼，何可废也。吴郡长洲县之南，傍尹山，有湖曰澹台。《史记》谓子羽南游至江，从弟子三百人，即其地，湖因以名。尹山之巅有澹台书院，宋时尹和靖读,
843,,服务中心设立生育两胎服务站,服务中心设立生育两胎服务站,transport,低频,1,1,教育民生:4；基层治理:1；交通水系:1,该地名属于交通节点，在志书中约出现1次，主要关联教育民生、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,843. 服务中心设立生育两胎服务站（1次）,016年1月1日，国家实施“一对夫妇生育两个孩子”政策，社区妇联会根据上级党和政府指示精神，宣传一对夫妇可以生育两个孩子政策。在服务中心设立生育两胎服务站，并从卫生院妇产科请来医生，对居民提出的问题一一解答；印刷宣传材料发至生育两胎家庭，定期召开优生两胎专题座谈会。至2017年12,夫妇生育两个孩子”政策，社区妇联会根据上级党和政府指示精神，宣传一对夫妇可以生育两个孩子政策。在服务中心设立生育两胎服务站，并从卫生院妇产科请来医生，对居民提出的问题一一解答；印刷宣传材料发至生育两胎家庭，定期召开优生,
844,,望如塔,望如塔,heritage,低频,1,1,交通水系:5,该地名属于heritage，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,844. 望如塔（1次）,横看月连月，竖看月如串，清褚人获《坚瓠集》所述，是日，月“从宝带桥外出，数有七十二，此横说也。或云，从葑门外饶溪港出，光影相接，望如塔灯，此竖说也。”近几年中秋之夜前往宝带桥看串月者成千上万，盛况空前。我常想，宝带桥不仅是建桥史上鲜艳夺目的奇葩，不仅是旅游观光的,《坚瓠集》所述，是日，月“从宝带桥外出，数有七十二，此横说也。或云，从葑门外饶溪港出，光影相接，望如塔灯，此竖说也。”近几年中秋之夜前往宝带桥看串月者成千上万，盛况空前。我常想，宝带桥不仅是建桥史上,
845,,木头桩竹面桥,木头桩竹面桥,bridge,低频,1,1,交通水系:13,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；主要时间锚点为1967年。,0,缺坐标,,,,missing,,review,medium,1967,集体化与农业建设,1967,1,845. 木头桩竹面桥（1次）,下田石桥（又名廿五基桥），换上柏树板拼作的桥面，日搭夜撤。1947年12月，东下田廿五港北建起竹桥。1967年12月，竹桥改建成木头桩竹面桥。1974年12月，改建成混凝土拱桥，并命名为迎丰桥。1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥,树板拼作的桥面，日搭夜撤。1947年12月，东下田廿五港北建起竹桥。1967年12月，竹桥改建成木头桩竹面桥。1974年12月，改建成混凝土拱桥，并命名为迎丰桥。1950年1月至1991年12月，境域拆除,
846,,本义就是对道路,本义就是对道路,road,低频,1,1,开发建设:1；交通水系:1,该地名属于道路，在志书中约出现1次，主要关联开发建设、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,846. 本义就是对道路（1次）,认定此人便是前几天见到的童生王又双。于是穿上衣裤下了床，把家人一一唤进卧室，道：“什么是道？‘道’字本义就是路，什么是德，德字的本义就是对道路的选择。为此，君子即便食不果腹，也要固守节操，洁身自好。”林则徐见家人频频点头，于是转身对衣柜道：“躲在柜后的梁上君子出来吧，刚,双。于是穿上衣裤下了床，把家人一一唤进卧室，道：“什么是道？‘道’字本义就是路，什么是德，德字的本义就是对道路的选择。为此，君子即便食不果腹，也要固守节操，洁身自好。”林则徐见家人频频点头，于是转身对衣柜道,
847,,本大队和附近村,本大队和附近村,historic_settlement,低频,1,1,农业工业:9；基层治理:7；交通水系:1,该地名属于历史自然村，在志书中约出现1次，主要关联农业工业、基层治理；主要时间锚点为1965年。,0,缺坐标,,,,missing,,manual,medium,1965,集体化与农业建设,1965,1,847. 本大队和附近村（1次）,带桥社区境域只有私人作坊和家庭手工业。1962年2月，新华大队开办粮饲加工厂。1965年2月，金星大队开办粮饲加工厂，服务对象为本大队和附近村民的大米和饲料加工。1973年11月，金星、新华大队办起土窑，制作砖瓦，烧出后出售，时为村办集体企业起步。1975年3月，新华大,工业。1962年2月，新华大队开办粮饲加工厂。1965年2月，金星大队开办粮饲加工厂，服务对象为本大队和附近村民的大米和饲料加工。1973年11月，金星、新华大队办起土窑，制作砖瓦，烧出后出售，时为村办集体,
848,,本来平静的湖,本来平静的湖,water,低频,1,1,交通水系:4,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,848. 本来平静的湖（1次）,输船从黛色的画面中那发亮的水道里驶出，由远及近，由模糊及变得清晰，在平静似镜的湖面上犁出一道“人”字形的泛着白沫的波浪来。于是，本来平静的湖面上波涛开始涌起了起来。也就在这时，湖面上瞬间变得热闹了起来。无数只白鹭不知从什么地方突然飞了出来，并在湖面上和驶过来的运输船舷,驶出，由远及近，由模糊及变得清晰，在平静似镜的湖面上犁出一道“人”字形的泛着白沫的波浪来。于是，本来平静的湖面上波涛开始涌起了起来。也就在这时，湖面上瞬间变得热闹了起来。无数只白鹭不知从什么地方突然飞了出,
849,,本社是将村,本社是将村,historic_settlement,低频,1,1,基层治理:2；遗产文化:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,849. 本社是将村（1次）,增加本社社员收入，规范本合作社的组织和行为，保护合作社、社员和债权人的合法权益，根据国家有关法律、法规和政策，制定本章程。第二条本社是将村级集体所有的经营性资产以股权的形式量化给每个村级集体组织成员，并遵循股份合作制的原则，从而形成一个民主管理、民主决策、独立核算、,织和行为，保护合作社、社员和债权人的合法权益，根据国家有关法律、法规和政策，制定本章程。第二条本社是将村级集体所有的经营性资产以股权的形式量化给每个村级集体组织成员，并遵循股份合作制的原则，从而形成一,
850,165,朱塔浜木头桥,朱塔浜木头桥,bridge,低频,1,2,交通水系:38；基层治理:5；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,165. 朱塔浜木头桥（1次）,1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，拆除了宝带西侧的多孔连翼公路桥。 || 桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南下田村兴隆桥2017.2三、,桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，,
851,166,朱塔浜桥,朱塔浜桥,bridge,低频,1,1,交通水系:24；开发建设:4,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为1991年。,0,缺坐标,,,,missing,,review,medium,1991,改革开放初期,1950;1991,2,166. 朱塔浜桥（1次）,丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河,桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质,
852,167,朱塔浜水泥桥,朱塔浜水泥桥,bridge,低频,1,2,交通水系:38；基层治理:5；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,167. 朱塔浜水泥桥（1次）,、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，拆除了宝带西侧的多 || 3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南,、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉,
853,,李红亭,李红亭,heritage,低频,1,1,,该地名属于heritage，在志书中约出现1次，主要关联志书叙事；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,853. 李红亭（1次）,时任新华文艺宣传队队长的是马银泉，宣传队员有顾雪琪、许炳根、陈桂材、王老土、徐美老土、马火保、陈官福、沈金秀英、夏玉珍、姚美玲、李红亭、姚小弟、马毛男等18人；时任“三社”文艺宣传队队员有姚福寿、潘仁弟、姚水大、241王根大、顾银娣、顾百林等21人。新华文艺宣传,，宣传队员有顾雪琪、许炳根、陈桂材、王老土、徐美老土、马火保、陈官福、沈金秀英、夏玉珍、姚美玲、李红亭、姚小弟、马毛男等18人；时任“三社”文艺宣传队队员有姚福寿、潘仁弟、姚水大、241王根大,
854,,村办并线厂,村办并线厂,industry,低频,1,1,基层治理:4；农业工业:2,该地名属于产业设施，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,854. 村办并线厂（1次）,家中有5口人，父母亲、妻子、女儿和我，家住3间平房，每间28平方米，共84平方米。我父母亲在家种田，解决家中的口粮和蔬菜。妻子在村办并线厂工作，年收入650元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2500元左右。张：当时宝南村村民,和我，家住3间平房，每间28平方米，共84平方米。我父母亲在家种田，解决家中的口粮和蔬菜。妻子在村办并线厂工作，年收入650元（含加班费）。我在村时任支部书记，年收入600元，加上农田收入，全家年收入2,
855,,村民医疗制度采用队（村）办社（公社,村民医疗制度采用队（村）办社（公社,historic_admin,低频,1,1,基层治理:7；教育民生:3；农业工业:2,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、教育民生；主要时间锚点为1966年。,0,缺坐标,,,,missing,,manual,medium,1966,集体化与农业建设,1966,1,855. 村民医疗制度采用队（村）办社（公社（1次）,4名赤脚医生，各生产队配1名卫生员，逐步做到患小病不用出村。在生产队卫生员或去大队合作医务室，就能得到及时治疗。1966年，境内村民医疗制度采用队（村）办社（公社）管形式。医疗基金每人3元（集体与个人负担各半）。医疗费根据就医渠道分级报销，即在大队医务室就医的，全额报销；去公社卫生院就医的,员，逐步做到患小病不用出村。在生产队卫生员或去大队合作医务室，就能得到及时治疗。1966年，境内村民医疗制度采用队（村）办社（公社）管形式。医疗基金每人3元（集体与个人负担各半）。医疗费根据就医渠道分级报销，即在大队医务室就医,
856,,村民在村,村民在村,historic_settlement,低频,1,1,基层治理:6；教育民生:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、教育民生；主要时间锚点为1989年。,0,缺坐标,,,,missing,,manual,medium,1989,改革开放初期,1983;1989,2,856. 村民在村（1次）,0%，大队负担40%）。1973年1月，境内取消村民治疗费用全额报销制度，恢复按比例报销。1983年1月至1989年12月，境内村民在村合作医疗就医，独生子女报销70%，其余报销50%。去外地医院就医，独生子女报销50%，其他村民报销30%。1990年1月，境内村,年1月，境内取消村民治疗费用全额报销制度，恢复按比例报销。1983年1月至1989年12月，境内村民在村合作医疗就医，独生子女报销70%，其余报销50%。去外地医院就医，独生子女报销50%，其他村民报,
857,,村民备受村,村民备受村,historic_settlement,低频,1,1,基层治理:5,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,857. 村民备受村（1次）,联、折扇之类回赠。民国以前，由于多数村民不识字，凡遇到写字据、契约、对联、文告等求助于村内少数几个读过书的人，因而，会识文断字的村民备受村民尊重。二、幼儿教育幼儿教育，又称学前教育。1958年10月，境内实行人民公社化，始有幼儿（学前）教育。1958年冬，境内金星、,多数村民不识字，凡遇到写字据、契约、对联、文告等求助于村内少数几个读过书的人，因而，会识文断字的村民备受村民尊重。二、幼儿教育幼儿教育，又称学前教育。1958年10月，境内实行人民公社化，始有幼儿（学前,
858,,村民委员会设立居民委员会,村民委员会设立居民委员会,community_admin,低频,1,1,基层治理:18；教育民生:3；开发建设:1,该地名属于community_admin，在志书中约出现1次，主要关联基层治理、教育民生；主要时间锚点为2001年。,0,缺坐标,,,,missing,,review,medium,2001,开发区建设,2001,1,858. 村民委员会设立居民委员会（1次）,村成立村民委员会，为宝南村第1村民小组。1992年8月，划归吴县经济技术开发区，为宝南村委会第1居民小组。2001年12月，撤销村民委员会设立居民委员会时，村民小组统一改称居民小组。2004年2月，吴中区城南街道办成立，隶属城南街道宝带桥社区居委会。2013年3月起，小村与下田村,民小组。1992年8月，划归吴县经济技术开发区，为宝南村委会第1居民小组。2001年12月，撤销村民委员会设立居民委员会时，村民小组统一改称居民小组。2004年2月，吴中区城南街道办成立，隶属城南街道宝带桥社区居委会,
859,,村级经济百强村,村级经济百强村,historic_settlement,低频,1,1,基层治理:6；开发建设:1；交通水系:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、开发建设；主要时间锚点为2011年。,0,缺坐标,,,,missing,,manual,medium,2011,社区成立与城市更新,2011,1,859. 村级经济百强村（1次）,，社区被中共苏州市委授予“实践科学发展，推行两个率先‘先锋社区’”称号；2011年2月，社区被中共苏州市委、苏州市人民政府授予“村级经济百强村”称号，成为古城苏州之南的一颗璀璨明珠。“功崇惟志，业广惟勤。”宝带桥社区人民凭着智慧和勤劳，创造出了辉煌的业绩。在新时代建设美,学发展，推行两个率先‘先锋社区’”称号；2011年2月，社区被中共苏州市委、苏州市人民政府授予“村级经济百强村”称号，成为古城苏州之南的一颗璀璨明珠。“功崇惟志，业广惟勤。”宝带桥社区人民凭着智慧和勤劳，创,
860,,村经济合作社承担全村,村经济合作社承担全村,historic_settlement,低频,1,1,基层治理:13；农业工业:3；教育民生:1,该地名属于历史自然村，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,manual,medium,,无明确时间,,0,860. 村经济合作社承担全村（1次）,村建制，境域宝尹、宝南两村成立村民委员会和村经济合作社。宝尹、宝南村经济合作社为所在村内的经济组织，分设社长、副社长和会计等职。村经济合作社承担全村的农业、多种经营、村办企业的生产服务和协调工作，管理村内所有的土地和资产。是月，陈志明任宝尹村经济合作社社长，陈锦男任宝南村经济,民委员会和村经济合作社。宝尹、宝南村经济合作社为所在村内的经济组织，分设社长、副社长和会计等职。村经济合作社承担全村的农业、多种经营、村办企业的生产服务和协调工作，管理村内所有的土地和资产。是月，陈志明任宝尹村经,
