rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
625,151,宝尹南港河,宝尹南港河,waterway,低频,1,1,交通水系:10；基层治理:2,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,151. 宝尹南港河（1次）,度16555米。南北纵向的骨干河道有古运河、宝南中心河（原北为廿五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、金家村河、马桶港（原为宝南南港河）和苏南运河。加之各自然村的内河小溪，纵横交叉，起着引调、蓄纳和排灌吞吐的作用，形成,道有古运河、宝南中心河（原北为廿五港，南为泥河田港）和古塘河；东西纵向的骨干河道有泥河田港（原为宝尹南港河）、跃进河、金家村河、马桶港（原为宝南南港河）和苏南运河。加之各自然村的内河小溪，纵横交叉，起着,
626,152,宝尹村泥河,宝尹村泥河,waterway,低频,1,1,教育民生:7；交通水系:6；基层治理:4,该地名属于运河河道，在志书中约出现1次，主要关联教育民生、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,152. 宝尹村泥河（1次）,划宝尹花园、钱家新村、西下田、下田、小村等5个居民生活小区，采用公拆自建方法，开始迁居。5月，居民生活区开始第一期拆迁改造搬迁：宝尹村泥河田114户、港南浜6户、王家浜63户，共计183户居民搬迁至朱塔浜居民生活区（后改名宝尹花园）。1997年10月，宝尹村港南浜1,田、小村等5个居民生活小区，采用公拆自建方法，开始迁居。5月，居民生活区开始第一期拆迁改造搬迁：宝尹村泥河田114户、港南浜6户、王家浜63户，共计183户居民搬迁至朱塔浜居民生活区（后改名宝尹花园）。,
628,153,宝尹泥河港梁家桥,宝尹泥河港梁家桥,bridge,低频,1,1,交通水系:19,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1995;2017,2,153. 宝尹泥河港梁家桥（1次）,注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥,0宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利,
629,154,宝尹泥河港迎丰桥,宝尹泥河港迎丰桥,bridge,低频,1,1,交通水系:19,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1995;2017,2,154. 宝尹泥河港迎丰桥（1次）,、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥,宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号,
630,155,宝尹泥河田潘家桥,宝尹泥河田潘家桥,bridge,低频,1,1,交通水系:16；基层治理:4,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1995;2017,2,155. 宝尹泥河田潘家桥（1次）,6.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外,家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村,
631,156,宝尹西南港红星桥,宝尹西南港红星桥,bridge,低频,1,1,交通水系:18；基层治理:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1995;2017,2,156. 宝尹西南港红星桥（1次）,宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥200,尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱桥宝尹泥河田港朱家桥1996.10石拱桥宝带桥西侧公路桥1998.8多孔连,
632,157,宝尹酱品厂,宝尹酱品厂,industry,低频,1,1,基层治理:2；农业工业:2；交通水系:1,该地名属于产业设施，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,157. 宝尹酱品厂（1次）,的《苏州名胜》图录，入选苏州邮电局发行的《苏州》明信片图录，入选人民中国杂志社出版、苏州外文书店发行的《苏州》明信片图录。是年，宝尹酱品厂、宝南纸箱厂建成投产。是年，宝南村首建村部办公楼，建筑面积为360平方米，占地面积为1650平方米。1988年1月，宝带桥入选中,局发行的《苏州》明信片图录，入选人民中国杂志社出版、苏州外文书店发行的《苏州》明信片图录。是年，宝尹酱品厂、宝南纸箱厂建成投产。是年，宝南村首建村部办公楼，建筑面积为360平方米，占地面积为1650平方,
634,158,宝带乡,宝带乡,historic_admin,低频,1,23,基层治理:78；交通水系:60；农业工业:3,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、交通水系；主要时间锚点为1934年。,0,缺坐标,,,,missing,,manual,medium,1934,民国时期,1934;1941;1950,3,158. 宝带乡（1次）,和国成立，是月，宝带桥社区境域划归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家 || ，宝带桥社区境域划归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴 || 1956年搬至下田村徐才生家老宅创办“完小”）。3月，尹山乡拆分为长桥、宝带、尹山及青树（今吴江境内）4个乡，境域归属吴县车坊区宝带乡。4月15日，宝带乡并入长桥乡，青树乡并入尹山乡，并更名为尹西乡。时，境域金家村、钱家村、朱塔浜、沉家浜、小村、下田村归属长桥乡,归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6,
637,159,宝带桥南,宝带桥南,transport,低频,1,11,交通水系:49；农业工业:18；遗产文化:14,该地名属于交通节点，在志书中约出现1次，主要关联交通水系、农业工业；主要时间锚点为2011年。,1,已匹配坐标,120.6481527,31.2498725,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,matched,high,2011,社区成立与城市更新,1974;1991,2,159. 宝带桥南（1次）,至时，境内小学撤并至碧波小学。10月9日，国务院副总理、国家计委主任邹家华为苏南运河题词“整治苏南运河，繁荣国民经济”，并立碑于宝带桥南堍。是年，宝带桥入选中国世界语出版社出版的《水乡苏州》明信片图录。1996年5月至9月，境内进行老村改造，泥河田、王家浜、港南浜 || 影响，连降暴雨，日降雨量达169毫米，警戒水位达173.5米。是月，宝带桥列入全国重点文物保护单位，10月，苏州市人民政府立碑于宝带桥南堍。翌年，国家文物局拨款对宝带桥进行全面整体维修。12月30日，撤销宝南、宝尹两村民委员会，设立宝南、宝尹两居民委员会。是年，境 || 桥社区“2010年征兵工作先进单位”称号。11月，陈新男当选吴中区第三届人民代表大会代表。是年，宝带桥社区配合轨交二号线的开设和宝带桥南站的设定，动员石湖东路两侧的10多家企业和4户居民迁移。2012年2月，宝带桥进行加固和环境整治，至翌年8月竣工。12月，苏州市,0月9日，国务院副总理、国家计委主任邹家华为苏南运河题词“整治苏南运河，繁荣国民经济”，并立碑于宝带桥南堍。是年，宝带桥入选中国世界语出版社出版的《水乡苏州》明信片图录。1996年5月至9月，境内进行,
658,160,小村廿五基桥,小村廿五基桥,bridge,低频,1,1,交通水系:5；农业工业:3；基层治理:2,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,160. 小村廿五基桥（1次）,0千伏安，其中位于港南浜西1台，位于吴家角西1台，位于馨欣桥边1台，均为50千伏安。同年，在金星第24社安装3台变压器，其中位于小村廿五基桥旁1台，位于钱家村1台，位于幸福桥东（饲料加工厂旁）1台，也均为50千伏安。1980年居民电视机、电风扇、电冰箱、洗衣机等家用电,位于吴家角西1台，位于馨欣桥边1台，均为50千伏安。同年，在金星第24社安装3台变压器，其中位于小村廿五基桥旁1台，位于钱家村1台，位于幸福桥东（饲料加工厂旁）1台，也均为50千伏安。1980年居民电视机,
667,161,尹山乡,尹山乡,historic_admin,低频,1,27,基层治理:33；交通水系:18；教育民生:6,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联基层治理、交通水系；主要时间锚点为1488年。,0,缺坐标,,,,missing,,manual,medium,1488,古代-清末,1488;1724;1912;1947;1948;1949;1950,7,161. 尹山乡（1次）,吴县、长洲县、元和县合并，称吴县，境域复而归属吴县。1949年10月1日，中华人民共和国成立，是月，宝带桥社区境域划归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡， || 县合并，称吴县，境域复而归属吴县。1949年10月1日，中华人民共和国成立，是月，宝带桥社区境域划归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村 || 。1946年是年，境内宝庆寺西厢房建起泥河田公立小学（1990年改称宝尹小学）。81948年6月，并编区、乡，境内归属吴县车坊区尹山乡。1949年4月27日，境域解放。5月1日，吴县人民政府成立，建尹山乡，境域归属尹山乡。是月，统一使用人民币，收兑金圆券，严禁银,，境域复而归属吴县。1949年10月1日，中华人民共和国成立，是月，宝带桥社区境域划归吴县淞北区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带,
671,162,尹西乡,尹西乡,historic_admin,低频,1,26,交通水系:83；基层治理:49；农业工业:4,该地名属于历史行政/集体组织，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为1951年。,0,缺坐标,,,,missing,,manual,medium,1951,集体化与农业建设,1951;1953;1954;1956;1957,5,162. 尹西乡（1次）,区尹山乡。翌年3月，尹山乡析分长桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属 || ，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜等5个自然村隶属尹西乡。1956年1月，长桥、尹西2个乡合并，名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月， || 为长桥、宝带、尹山及青树（今吴江境内）4个乡，境域归属吴县车坊区宝带乡。4月15日，宝带乡并入长桥乡，青树乡并入尹山乡，并更名为尹西乡。时，境域金家村、钱家村、朱塔浜、沉家浜、小村、下田村归属长桥乡，泥河田、王家浜、港南浜、吴家角、牛桩浜归属尹西乡。9月，开展土,桥、宝带、尹山及青树（今属吴江区境域）4个乡，境域隶属宝带乡。4月，宝带乡并入长桥乡，青树乡并入尹西乡，境内金家村、钱家村、朱塔浜、沉家浜、小村、下田村等6个自然村隶属长桥乡，泥河田、王家浜、港南浜,
798,163,新华大队织布厂,新华大队织布厂,industry,低频,1,1,基层治理:3；农业工业:3；开发建设:1,该地名属于产业设施，在志书中约出现1次，主要关联基层治理、农业工业；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,163. 新华大队织布厂（1次）,至9月，大旱，7月至8月内境内50天无雨。11月下旬，150名基干民兵参加太浦河二期工程施工。是年，境内基本消灭血吸虫病。是年，新华大队织布厂、金星大队眼镜厂建成投产。1979年3月，根据中央文件精神，对13名改造好的地、富、反、坏分子“摘帽”。4月，长桥公社组建复查纠,0天无雨。11月下旬，150名基干民兵参加太浦河二期工程施工。是年，境内基本消灭血吸虫病。是年，新华大队织布厂、金星大队眼镜厂建成投产。1979年3月，根据中央文件精神，对13名改造好的地、富、反、坏分子“,
799,164,新华拼线厂,新华拼线厂,industry,低频,1,1,基层治理:3；交通水系:2；农业工业:2,该地名属于产业设施，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,164. 新华拼线厂（1次）,大生产运动，疏通渠道，开挖河道，平整土地，至翌年12月，开挖河道4条。11月25日，组织150名基干民兵参加浏河拓宽工程。是年，新华拼线厂建成投产。1976年1月8日，周恩来逝世，村民自觉佩戴黑纱，开展悼念活动。是月，公社建立地震领导小组，境内村民搭简易棚，供夜间住,平整土地，至翌年12月，开挖河道4条。11月25日，组织150名基干民兵参加浏河拓宽工程。是年，新华拼线厂建成投产。1976年1月8日，周恩来逝世，村民自觉佩戴黑纱，开展悼念活动。是月，公社建立地震领导,
850,165,朱塔浜木头桥,朱塔浜木头桥,bridge,低频,1,2,交通水系:38；基层治理:5；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,165. 朱塔浜木头桥（1次）,1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，拆除了宝带西侧的多孔连翼公路桥。 || 桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南下田村兴隆桥2017.2三、,桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，,
851,166,朱塔浜桥,朱塔浜桥,bridge,低频,1,1,交通水系:24；开发建设:4,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为1991年。,0,缺坐标,,,,missing,,review,medium,1991,改革开放初期,1950;1991,2,166. 朱塔浜桥（1次）,丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河,桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8月始，境域桥梁建设速度、质,
852,167,朱塔浜水泥桥,朱塔浜水泥桥,bridge,低频,1,2,交通水系:38；基层治理:5；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,167. 朱塔浜水泥桥（1次）,、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉兴）公路改道，拆除了宝带西侧的多 || 3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名拆除时间备注宝南钱家村钱家桥2003.1宝南朱塔浜水泥桥2004.2宝南朱塔浜木头桥2004.2宝南下田村幸福桥2015.2宝南下田村塘角桥2016.2宝南西下田竹头桥2017.2宝南,、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹，苏（苏州）嘉（嘉,
937,168,澄湖,澄湖,water,低频,1,11,交通水系:84；开发建设:13；教育民生:4,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为1949年。,0,缺坐标,,,,missing,,review,medium,1949,集体化与农业建设,1949;1992;2017,3,168. 澄湖（1次）,放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥 || 经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏 || 南浜老村改造，20户村民搬迁至朱塔浜。12月，境域新建宝通路，为天灵路至东吴南路支路，南北走向，境内长度986米。新建宝丰路，为澄湖中路至东吴南路次干路，南北走向，境内长度650米。1999年4月，宝带桥入选由苏州市地方志编纂委员会办公室编辑、江苏人民出版社出,设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱,
938,169,澹台湖上景观桥,澹台湖上景观桥,bridge,低频,1,1,交通水系:16,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,169. 澹台湖上景观桥（1次）,中市街旁有皋桥，网师园里一步桥。观前街东醋坊桥，人民路上饮马桥。拙政园里九曲桥，环城河上渡僧桥。古城苏州风光好，东南西北都有桥。澹台湖上景观桥，连环桥洞宝带桥。王江泾大桥高又高，不及彩云桥半身高。说书先生琵琶桥，年老体弱走平板桥。古城苏州风光好，东南西北都有桥。要吃鲜果,观前街东醋坊桥，人民路上饮马桥。拙政园里九曲桥，环城河上渡僧桥。古城苏州风光好，东南西北都有桥。澹台湖上景观桥，连环桥洞宝带桥。王江泾大桥高又高，不及彩云桥半身高。说书先生琵琶桥，年老体弱走平板桥。古城苏州,
940,170,澹台湖北运河,澹台湖北运河,waterway,低频,1,2,交通水系:23；开发建设:6；基层治理:5,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1968;2017,2,170. 澹台湖北运河（1次）,古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生、安全等长效管理。宝带 || 4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁,桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施,
955,171,牛桩桥,牛桩桥,bridge,低频,1,1,交通水系:21；开发建设:2,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为1991年。,0,缺坐标,,,,missing,,review,medium,1991,改革开放初期,1950;1991,2,171. 牛桩桥（1次）,竹面桥。1974年12月，改建成混凝土拱桥，并命名为迎丰桥。1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有,混凝土拱桥，并命名为迎丰桥。1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石,
956,172,牛桩浜桥,牛桩浜桥,bridge,低频,1,2,交通水系:47；基层治理:4；遗产文化:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、基层治理；主要时间锚点为2017年。,0,缺坐标,,,,missing,,review,medium,2017,运河文旅更新,1995;2017,2,172. 牛桩浜桥（1次）,、危桥有廿五基桥、王家浜竹桥、馨欣桥、迎丰桥、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆桥等23座。为了保护宝带桥古迹， || 996.10石拱桥宝带桥西侧公路桥1998.8多孔连翼公路桥宝南金家村兴福庵桥2001.1宝尹泥河田潘家桥2002.1宝尹牛桩浜牛桩浜桥2002.1石拱桥宝南金家村金家桥2002.3水泥石拱桥宝南金家村新开河桥2002.3宝南钱家村外浜桥2003.1170地址桥名,欣桥、迎丰桥、梁家桥、跃进1号桥、跃进2号桥、胜利桥、红星桥、朱家桥、公路桥、兴福庵桥、潘家桥、牛桩浜桥、金家桥、新开河桥、外浜桥、钱家桥、朱塔浜水泥桥、朱塔浜木头桥、幸福桥、塘角桥、下田竹头桥、兴隆,
961,173,王家浜桥,王家浜桥,bridge,低频,1,2,交通水系:46；开发建设:2；基层治理:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；主要时间锚点为1991年。,0,缺坐标,,,,missing,,review,medium,1991,改革开放初期,1950;1991;1995;2017,4,173. 王家浜桥（1次）,桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。1992年8 || 18表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1,桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、,
1091,174,苏州吴中经济开发区,苏州吴中经济开发区,admin_context,低频,1,7,基层治理:28；开发建设:20；交通水系:15,该地名属于行政背景，在志书中约出现1次，主要关联基层治理、开发建设；主要时间锚点为1992年。,0,缺坐标,,,,missing,,context,low,1992,开发区建设,2001;2003;2009;2010,4,174. 苏州吴中经济开发区（1次）,南、宝尹村经济合作社。12月，苏州市吴中区社会治安综合治理委员会授予宝带桥社区“五星级五位一体综治办”称号。2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。8月，宝带桥旁建起宝带桥公园。191 || 苏州市吴中区社会治安综合治理委员会授予宝带桥社区“五星级五位一体综治办”称号。2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。8月，宝带桥旁建起宝带桥公园。1911月10日，经吴中区城南街道批 || 境域划归吴县经济技术开发区。1993年11月，吴县经济技术开发区被批准为省级经济开发区。2001年2月，吴县经济技术开发区更名为苏州吴中经济开发区，境域隶属苏州吴中经济开发区。12月，撤销宝尹、宝南两村民委员会，设立宝尹、宝南两居民委员会。2003年7月，宝南、宝尹两个居委,州市吴中区社会治安综合治理委员会授予宝带桥社区“五星级五位一体综治办”称号。2010年2月，中共苏州吴中经济开发区工作委员会、苏州吴中经济开发区管理委员会授予宝带桥社区“2009年度社区管理先进单位”称号。8月,
1112,175,西下田生活小区,西下田生活小区,residential,低频,1,1,开发建设:3；教育民生:2；基层治理:1,该地名属于居住小区，在志书中约出现1次，主要关联开发建设、教育民生；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,175. 西下田生活小区（1次）,宝信工业坊安装1台500千伏安变压器，宝带桥大厦安装2台2000千伏安变压器。宝尹花园生活小区安装8台变压器，每台350千伏安。西下田生活小区安装7台变压器，每台315千伏安。钱家新村安装11台变压器，每台315千伏安。境域合计安装变压电器29台，总容量10690千伏安,压器，宝带桥大厦安装2台2000千伏安变压器。宝尹花园生活小区安装8台变压器，每台350千伏安。西下田生活小区安装7台变压器，每台315千伏安。钱家新村安装11台变压器，每台315千伏安。境域合计安装变压电,
